Ticker,Profile,LOOKAHEAD,TP,SL,THRESH,Valid,Reject_Reasons,Score,Validation_Precision,Precision_Std,Base_Rate,Excess_Precision,Precision_Lift,Trades,Valid_Folds,Avg_Return,Avg_Holding_Days,Expectancy_Per_Day,Timeout_Rate
CTD,FAST_SWING,10,0.08,-0.05,0.5,False,"low_precision,timeout_rate_too_high",0.06924385910463249,0.27472527472527475,0.11242302899192816,0.21080368906455862,0.06392158566071612,1.3032280157958342,637,3,0.011762618004982283,6.79905808477237,0.0017300364045420645,0.40188383045525905
CTD,FAST_SWING,10,0.08,-0.05,0.55,False,"low_precision,timeout_rate_too_high",0.04934940617111483,0.2637795275590551,0.11057591164461868,0.21080368906455862,0.05297583849449647,1.2513041279223938,508,3,0.009754829783358678,6.78740157480315,0.001437196499192608,0.4094488188976378
CTD,FAST_SWING,10,0.08,-0.04,0.5,False,low_precision,0.034810342843431666,0.24437299035369775,0.09174460470277308,0.204655248133509,0.039717742220188756,1.1940714513228952,622,3,0.006417096059630951,6.454983922829582,0.0009941304479382572,0.35691318327974275
CTD,FAST_SWING,10,0.08,-0.04,0.55,False,low_precision,0.020622077213479573,0.23306772908366533,0.08913193033979837,0.204655248133509,0.028412480950156332,1.1388309367604892,502,3,0.006170640158067157,6.527888446215139,0.000945273530325049,0.37649402390438247
CTD,FAST_SWING,10,0.08,-0.05,0.6,False,"low_precision,timeout_rate_too_high",-0.005511876845643741,0.22972972972972974,0.0976276774912981,0.21080368906455862,0.018926040665171118,1.0897804002357596,370,3,0.004703697350157495,6.883783783783784,0.0006833011461741074,0.42702702702702705
CTD,FAST_SWING,10,0.05,-0.05,0.5,False,low_precision,-0.019701532245262516,0.36298649722001586,0.11071672977387237,0.3618796662274923,0.0011068309925235664,1.0030585581140918,1259,3,0.002606831258589032,6.169181890389198,0.00042255704313526354,0.29706115965051627
CTD,FAST_SWING,10,0.08,-0.04,0.6,False,low_precision,-0.01978238629112098,0.20604395604395603,0.08005381767639955,0.204655248133509,0.0013887079104470401,1.0067855914584487,364,3,0.0032856378936864648,6.645604395604396,0.0004944076862843773,0.3983516483516483
CTD,FAST_SWING,20,0.05,-0.04,0.5,False,"low_precision,low_excess_precision",-0.024473380017620398,0.42293090356871677,0.10241446322415665,0.43738977072310403,-0.014458867154387267,0.9669428297387331,1317,3,0.0005822908971589477,7.068337129840547,8.238018170048763e-05,0.08200455580865604
CTD,FAST_SWING,10,0.05,-0.04,0.5,False,"low_precision,low_excess_precision",-0.027351918825221307,0.3390625,0.09826619097691464,0.34782608695652173,-0.00876358695652174,0.9748046846974364,1280,3,0.0012413955598760532,5.80546875,0.00021383209747916068,0.26171875
CTD,FAST_SWING,20,0.08,-0.04,0.5,False,"low_precision,low_excess_precision",-0.030264239459433115,0.2971926427879961,0.10296615830750373,0.304673721340388,-0.007481078552391884,0.9754456029390225,1033,3,0.00038280471339099216,8.611810261374638,4.445113184430945e-05,0.1452081316553727
CTD,FAST_SWING,10,0.05,-0.05,0.55,False,"low_precision,low_excess_precision",-0.03363268582288416,0.3560747663551402,0.11918437712489893,0.3618796662274923,-0.0058048998723521095,0.9839590300366255,1070,3,0.0016603290745661754,6.119626168224299,0.0002713121731056053,0.29813084112149535
CTD,FAST_SWING,20,0.08,-0.04,0.55,False,"low_precision,low_excess_precision",-0.03388563369427129,0.29591836734693877,0.10781888318802044,0.304673721340388,-0.008755353993449233,0.9712631764689322,882,3,7.381742574086353e-05,8.59297052154195,8.590443263737282e-06,0.14399092970521543
CTD,FAST_SWING,10,0.05,-0.04,0.55,False,"low_precision,low_excess_precision",-0.03412963026059403,0.33209990749306195,0.09289654889185223,0.34782608695652173,-0.015726179463459777,0.9547872312975397,1081,3,0.0013624523425231484,5.868640148011101,0.00023215809930904167,0.2793709528214616
CTD,FAST_SWING,10,0.05,-0.04,0.6,False,"low_precision,low_excess_precision",-0.03956390946308391,0.3321995464852608,0.10857774773379886,0.34782608695652173,-0.01562654047126094,0.9550736933992878,882,3,0.0009006890392475768,5.7562358276643995,0.0001564718795505918,0.2687074829931973
CTD,FAST_SWING,20,0.05,-0.04,0.55,False,"low_precision,low_excess_precision",-0.04155651300163818,0.4110915492957746,0.10437920275682386,0.43738977072310403,-0.026298221427329405,0.9398746287007875,1136,3,-0.0004029299415439334,7.026408450704225,-5.734507811685848e-05,0.0880281690140845
CTD,FAST_SWING,20,0.08,-0.05,0.5,False,"low_precision,low_excess_precision",-0.0430807040005283,0.31094049904030713,0.11102470901096724,0.31966490299823636,-0.008724403957929228,0.9727076546445731,1042,3,-5.339069232363117e-05,9.650671785028791,-5.532329096604912e-06,0.1871401151631478
CTD,FAST_SWING,20,0.05,-0.05,0.5,False,"low_precision,low_excess_precision",-0.04551538796151931,0.4375,0.11878692131418668,0.45811287477954143,-0.020612874779541435,0.9550048102348884,1408,3,-0.0003540521813696553,8.038352272727273,-4.404536767153726e-05,0.11150568181818182
CTD,FAST_SWING,20,0.08,-0.04,0.6,False,"low_precision,low_excess_precision",-0.05303823158535943,0.28236914600550966,0.10601328692710414,0.304673721340388,-0.02230457533487834,0.9267919262496842,726,3,-0.0017171984797489054,8.475206611570249,-0.00020261435009761208,0.14600550964187328
CTD,FAST_SWING,10,0.08,-0.05,0.65,False,"low_precision,low_excess_precision,timeout_rate_too_high",-0.054482632567167844,0.19838056680161945,0.06196210740351255,0.21080368906455862,-0.012423122262939179,0.9410678093009919,247,3,-0.0018753281484906854,6.809716599190283,-0.00027539004316835786,0.4251012145748988
CTD,FAST_SWING,10,0.05,-0.05,0.6,False,"low_precision,low_excess_precision",-0.061528376402325,0.3378226711560045,0.12197622585534892,0.3618796662274923,-0.024056995071487786,0.9335221117677093,891,3,0.00020797313298463177,6.172839506172839,3.36916475380523e-05,0.31313131313131315
CTD,FAST_SWING,10,0.05,-0.04,0.65,False,"low_precision,low_excess_precision",-0.0647907760313331,0.3131868131868132,0.09075924900760378,0.34782608695652173,-0.034639273769708545,0.9004120853234031,728,3,-0.0012476100969130706,5.710164835164835,-0.00021848933134319346,0.2733516483516483
CTD,FAST_SWING,10,0.08,-0.04,0.65,False,"low_precision,low_excess_precision",-0.06649471782565677,0.17083333333333334,0.03773340470665984,0.204655248133509,-0.033821914800175656,0.8347371203847717,240,3,-0.0022776636405944,6.504166666666666,-0.00035018531304203173,0.39166666666666666
CTD,FAST_SWING,20,0.05,-0.04,0.6,False,"low_precision,low_excess_precision",-0.06667807256759259,0.38969072164948454,0.07916368581912839,0.43738977072310403,-0.04769904907361949,0.8909461236697229,970,3,-0.002923645447813337,7.056701030927835,-0.0004143076821003738,0.09278350515463918
CTD,FAST_SWING,20,0.05,-0.05,0.55,False,"low_precision,low_excess_precision",-0.06802348013177127,0.4195859872611465,0.10660466256151473,0.45811287477954143,-0.03852688751839495,0.9159008826092561,1256,3,-0.00237666233694055,8.068471337579618,-0.00029456166319591094,0.1178343949044586
CTD,FAST_SWING,10,0.08,-0.05,0.7,False,"low_precision,low_excess_precision,timeout_rate_too_high",-0.07221334458922796,0.17647058823529413,0.03176409517561811,0.21080368906455862,-0.034333100829264496,0.83713234897003,153,3,-0.002346155058910156,6.928104575163399,-0.0003386431358126806,0.45098039215686275
CTD,FAST_SWING,10,0.08,-0.04,0.7,False,"low_precision,low_excess_precision",-0.0729485100670571,0.16993464052287582,0.029047212974957933,0.204655248133509,-0.03472060761063317,0.8303458681971904,153,3,-0.0041796799683873976,6.483660130718954,-0.0006446482208312909,0.38562091503267976
CTD,FAST_SWING,20,0.08,-0.04,0.65,False,"low_precision,low_excess_precision",-0.07728238086478172,0.2672268907563025,0.11250751833907459,0.304673721340388,-0.03744683058408549,0.8770920206165692,595,3,-0.0036515083406478605,8.447058823529412,-0.00043228162801995013,0.1495798319327731
CTD,FAST_SWING,20,0.05,-0.04,0.65,False,"low_precision,low_excess_precision",-0.07796502426709885,0.3828502415458937,0.08299266793068509,0.43738977072310403,-0.05453952917721033,0.8753068002428338,828,3,-0.0036168101712714144,7.131642512077295,-0.0005071496733942102,0.09541062801932366
CTD,FAST_SWING,20,0.08,-0.05,0.55,False,"low_precision,low_excess_precision",-0.07884524279031825,0.2857142857142857,0.10444983864857664,0.31966490299823636,-0.03395061728395066,0.8937931006522443,861,3,-0.003970936979716284,9.59349593495935,-0.0004139197020798227,0.1916376306620209
CTD,FAST_SWING,10,0.05,-0.05,0.65,False,"low_precision,low_excess_precision",-0.08279277430766387,0.3240223463687151,0.12183077683658591,0.3618796662274923,-0.037857319858777216,0.8953869910713205,716,3,-0.0012528749140501543,6.180167597765363,-0.0002027250708055953,0.3170391061452514
CTD,FAST_SWING,20,0.05,-0.05,0.6,False,"low_precision,low_excess_precision",-0.08815802781627109,0.4055755395683453,0.10576274757360021,0.45811287477954143,-0.052537335211196134,0.8853179227460116,1112,3,-0.003872158977956668,8.132194244604317,-0.0004761518061437945,0.125
CTD,FAST_SWING,20,0.08,-0.04,0.7,False,"low_precision,low_excess_precision",-0.09380899892695298,0.25766871165644173,0.12341205769925992,0.304673721340388,-0.047005009683946275,0.8457201680444522,489,3,-0.0043697462106760425,8.548057259713701,-0.0005111975829594758,0.15950920245398773
CTD,FAST_SWING,10,0.05,-0.04,0.7,False,"low_precision,low_excess_precision",-0.09474369332033736,0.30185497470489037,0.13849116074139325,0.34782608695652173,-0.04597111225163136,0.8678330497815397,593,3,-0.001654974648505402,5.7942664418212475,-0.0002856228074488734,0.2934232715008432
CTD,FAST_SWING,20,0.05,-0.04,0.7,False,"low_precision,low_excess_precision",-0.09503203928985066,0.36950146627565983,0.0706226241214178,0.43738977072310403,-0.0678883044474442,0.8447876245939699,682,3,-0.005203777339968226,7.231671554252199,-0.0007195815379901815,0.10263929618768329
CTD,FAST_SWING,10,0.05,-0.05,0.7,False,"low_precision,low_excess_precision",-0.10552842030949221,0.3080895008605852,0.12401538028281908,0.3618796662274923,-0.05379016536690712,0.8513589702924855,581,3,-0.0022524515566689106,6.1497418244406195,-0.0003662676614082943,0.3304647160068847
CTD,FAST_SWING,20,0.05,-0.05,0.65,False,"low_precision,low_excess_precision",-0.10704579779500134,0.3940936863543788,0.11252831740435751,0.45811287477954143,-0.06401918842516263,0.8602545512037284,982,3,-0.005249932150357544,8.198574338085539,-0.000640346959510904,0.12729124236252545
CTD,FAST_SWING,20,0.08,-0.05,0.6,False,"low_precision,low_excess_precision",-0.12511170582900769,0.25360230547550433,0.09978696686924686,0.31966490299823636,-0.06606259752273203,0.7933379683022803,694,3,-0.008809363374148544,9.572046109510087,-0.0009203218697908153,0.19596541786743515
CTD,FAST_SWING,20,0.05,-0.05,0.7,False,"low_precision,low_excess_precision",-0.12833639858814838,0.38221153846153844,0.11958280924168,0.45811287477954143,-0.075901336318003,0.8343173891612486,832,3,-0.007105406322968462,8.256009615384615,-0.0008606344533401823,0.13221153846153846
CTD,FAST_SWING,20,0.08,-0.05,0.65,False,"low_precision,low_excess_precision",-0.141767069680499,0.2390158172231986,0.09146762293987357,0.31966490299823636,-0.08064908577503777,0.7477074093329847,569,3,-0.00959347867147851,9.873462214411248,-0.000971642820134996,0.21616871704745166
CTD,FAST_SWING,20,0.08,-0.05,0.7,False,"low_precision,low_excess_precision",-0.15505086755666525,0.2242152466367713,0.07001658733791356,0.31966490299823636,-0.09544965636146505,0.7014071417674563,446,3,-0.010943511364433493,10.121076233183857,-0.0010812596517623164,0.2242152466367713
